Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,dolv_125, market_cap 
SID,Companhia Siderurgica Nacional,Depository Receipt,6.1,8420000000,Materials,Metals & Mining,Steel,12351455.28,mid
CLR,Continental Resources Inc,Common Stock,23.02,8400000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,46965568.98,mid
SYNH,Syneos Health Inc,Common Stock,80.74,8400000000,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,48566168.63,mid
NKLA,Nikola Corp,Common Stock,21.83,8380000000,Industrials,Machinery,Construction Machinery & Heavy Trucks,645162775.9,mid
IAA,IAA Inc,Common Stock,62.36,8380000000,Industrials,Commercial Services & Supplies,Diversified Support Services,45762569.92,mid
ACM,AECOM,Common Stock,56.02,8320000000,Industrials,Construction & Engineering,Construction & Engineering,61620721.13,mid
LEVI,Levi Strauss & Co,Common Stock,20.91,8320000000,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",29726787.16,mid
PRAH,PRA Health Sciences Inc,Common Stock,129.51,8300000000,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,32333707.38,mid
CVE,Cenovus Energy Inc,Common Stock,6.75,8290000000,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,41264289.88,mid
GLOB,Globant SA,Common Stock,224.1,8280000000,Information Technology,IT Services,IT Consulting & Other Services,39024043.25,mid
JNPR,Juniper Networks Inc,Common Stock,25.25,8280000000,Information Technology,Communications Equipment,Communications Equipment,89165806.91,mid
PSO,Pearson PLC,Depository Receipt,10.58,8270000000,Communication Services,Media,Publishing,2741875.445,mid
STLD,Steel Dynamics Inc,Common Stock,39.33,8270000000,Materials,Metals & Mining,Steel,64466625.57,mid
BBIO,BridgeBio Pharma Inc,Common Stock,67.39,8250000000,Health Care,Biotechnology,Biotechnology,39586766.19,mid
ALV,Autoliv Inc,Common Stock,94.27,8240000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,36223732.78,mid
SEIC,SEI Investments Co,Common Stock,57.44,8240000000,Financials,Capital Markets,Asset Management & Custody Banks,29939475.8,mid
EV,Eaton Vance Corp.,Common Stock,71.48,8200000000,Financials,Capital Markets,Asset Management & Custody Banks,99513229.67,mid
EHC,Encompass Health Corp,Common Stock,82.36,8190000000,Health Care,Health Care Providers & Services,Health Care Facilities,43193617,mid
NYT,New York Times Co (The),Common Stock,48.91,8170000000,Communication Services,Media,Publishing,80897595.85,mid
TWST,Twist Bioscience Corp,Common Stock,168.08,8160000000,Health Care,Biotechnology,Biotechnology,83403768.1,mid
USFD,US Foods Holding Corp,Common Stock,36.89,8150000000,Consumer Staples,Food & Staples Retailing,Food Distributors,66304769.65,mid
ZION,Zions Bancorporation NA,Common Stock,49.58,8140000000,Financials,Banks,Regional Banks,68679878.93,mid
UGI,UGI Corp,Common Stock,38.88,8110000000,Utilities,Gas Utilities,Gas Utilities,33165210.65,mid
RL,Ralph Lauren Corp,Common Stock,110.7,8090000000,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",116256128.9,mid
RNR,RenaissanceRe Holdings Ltd,Common Stock,159.22,8090000000,Financials,Insurance,Reinsurance,51464778.3,mid
DNLI,Denali Therapeutics Inc,Common Stock,67.56,8090000000,Health Care,Biotechnology,Biotechnology,37781624.02,mid
CHE,Chemed Corp,Common Stock,509.05,8080000000,Health Care,Health Care Providers & Services,Health Care Services,39496571,mid
IONS,Ionis Pharmaceuticals Inc,Common Stock,57,8030000000,Health Care,Biotechnology,Biotechnology,54227954.73,mid
CSL,Carlisle Cos Inc,Common Stock,150.97,8030000000,Industrials,Industrial Conglomerates,Industrial Conglomerates,43737666.06,mid
JLL,Jones Lang LaSalle Inc,Common Stock,155.72,8030000000,Real Estate,Real Estate Management & Development,Real Estate Services,62811562.89,mid
RS,Reliance Steel & Aluminum Co,Common Stock,125.59,8010000000,Materials,Metals & Mining,Steel,39352595.91,mid
HUYA,HUYA Inc,Depository Receipt,34.01,8000000000,Communication Services,Entertainment,Interactive Home Entertainment,73885947.88,mid
ACAD,Acadia Pharmaceuticals Inc,Common Stock,50.175,7960000000,Health Care,Biotechnology,Biotechnology,47831802.19,mid
G,Genpact Ltd,Common Stock,42.08,7960000000,Information Technology,IT Services,Data Processing & Outsourced Services,35908750.8,mid
KSS,Kohl's Corp,Common Stock,50.08,7910000000,Consumer Discretionary,Multiline Retail,Department Stores,219683716.1,mid
BERY,Berry Global Group Inc,Common Stock,59.07,7910000000,Materials,Containers & Packaging,Metal & Glass Containers,51200991.77,mid
MBT,Mobile TeleSystems PJSC,Depository Receipt,8.91,7890000000,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,28755817.48,mid
WAL,Western Alliance Bancorporation,Common Stock,78.2,7880000000,Financials,Banks,Regional Banks,36940355.01,mid
DCI,Donaldson Co Inc.,Common Stock,62.31,7870000000,Industrials,Machinery,Industrial Machinery,25606249.77,mid
AYX,Alteryx Inc,Common Stock,118.23,7870000000,Information Technology,Software,Application Software,210343435,mid
ARW,Arrow Electronics Inc,Common Stock,105.08,7860000000,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,43468758.74,mid
PSTG,Pure Storage Inc,Common Stock,28.9,7860000000,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",83051992.81,mid
XLRN,Acceleron Pharma Inc,Common Stock,131.09,7860000000,Health Care,Biotechnology,Biotechnology,38244616.41,mid
QTWO,Q2 Holdings Inc,Common Stock,145.74,7850000000,Information Technology,Software,Application Software,48405052.19,mid
SC,Santander Consumer USA Holdings Inc,Common Stock,25.61,7840000000,Financials,Consumer Finance,Consumer Finance,15556277.55,mid
EEFT,Euronet Worldwide Inc,Common Stock,148.92,7790000000,Information Technology,IT Services,Data Processing & Outsourced Services,45843339.2,mid
OCFT,OneConnect Financial Technology Co Ltd,Depository Receipt,19.96,7780000000,Information Technology,Software,Application Software,10013225.43,mid
ONEM,1Life Healthcare Inc,Common Stock,58.7,7780000000,Health Care,Health Care Providers & Services,Health Care Services,55129501.68,mid
LPL,LG Display Co Ltd,Depository Receipt,10.84,7760000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,3682710.147,mid
ANGI,Angi Homeservices Inc,Common Stock,15.49,7750000000,Communication Services,Interactive Media & Services,Interactive Media & Services,38393841.28,mid
H,Hyatt Hotels Corp,Common Stock,76.39,7730000000,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",46643962.17,mid
CASY,Casey's General Stores Inc.,Common Stock,209.21,7730000000,Consumer Staples,Food & Staples Retailing,Food Retail,44401583.59,mid
FCEL,FuelCell Energy Inc,Common Stock,26.22,7720000000,Industrials,Electrical Equipment,Electrical Components & Equipment,447221492.9,mid
SHC,Sotera Health Co,Common Stock,27.85,7720000000,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,35446703.27,mid
PFPT,Proofpoint Inc,Common Stock,134.93,7720000000,Information Technology,Software,Systems Software,69835662.51,mid
ADT,ADT Inc,Common Stock,9.33,7700000000,Industrials,Commercial Services & Supplies,Security & Alarm Services,34099620.48,mid
BL,BlackLine Inc,Common Stock,133.55,7700000000,Information Technology,Software,Application Software,59397680.24,mid
ACI,Albertsons Cos Inc,Common Stock,16.49,7690000000,Consumer Staples,Food & Staples Retailing,Food Retail,43395233.67,mid
AMWL,American Well Corp,Common Stock,32.79,7680000000,Health Care,Health Care Technology,Health Care Technology,104071383.7,mid
RGA,Reinsurance Group of America Inc.,Common Stock,113,7680000000,Financials,Insurance,Reinsurance,52471840.09,mid
GGB,Gerdau SA,Depository Receipt,4.5,7660000000,Materials,Metals & Mining,Steel,22686560.96,mid
SDGR,Schrodinger Inc,Common Stock,109.93,7650000000,Health Care,Health Care Technology,Health Care Technology,71105996.14,mid
APPS,Digital Turbine Inc,Common Stock,85.59,7650000000,Information Technology,Software,Application Software,174887264,mid
DVN,Devon Energy Corp,Common Stock,19.98,7650000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,150388828.4,mid
DCT,Duck Creek Technologies Inc,Common Stock,57.9,7590000000,Information Technology,Software,Application Software,24315074.45,mid
ARCC,Ares Capital Corp,Common Stock,17.93,7590000000,Financials,Capital Markets,Asset Management & Custody Banks,32375236.08,mid
AIZ,Assurant Inc.,Common Stock,128.13,7570000000,Financials,Insurance,Multi-line Insurance,51321189.03,mid
PII,Polaris Inc,Common Stock,122.18,7540000000,Consumer Discretionary,Leisure Products,Leisure Products,72851353.34,mid
MIDD,Middleby Corp (The),Common Stock,134.38,7470000000,Industrials,Machinery,Industrial Machinery,92693310.28,mid
UTHR,United Therapeutics Corp,Common Stock,167.76,7450000000,Health Care,Biotechnology,Biotechnology,47091333.1,mid
CD,Chindata Group Holdings Ltd,Depository Receipt,20.85,7430000000,Information Technology,IT Services,Internet Services & Infrastructure,25184000.99,mid
UPST,Upstart Holdings Inc,Common Stock,102.18,7400000000,Financials,Consumer Finance,Consumer Finance,102107968.1,mid
ARES,Ares Management Corp,Common Stock,51.44,7400000000,Financials,Capital Markets,Asset Management & Custody Banks,26210582.65,mid
NCNO,nCino Inc,Common Stock,80.08,7360000000,Information Technology,Software,Application Software,59651661.82,mid
BB,BlackBerry Ltd,Common Stock,13.04,7330000000,Information Technology,Software,Systems Software,373158570.7,mid
BLD,TopBuild Corp,Common Stock,221.31,7320000000,Consumer Discretionary,Household Durables,Homebuilding,51868330.49,mid
AZEK,AZEK Company Inc (The),Common Stock,47.19,7300000000,Industrials,Building Products,Building Products,42708673.55,mid
WWD,Woodward Inc,Common Stock,116.07,7290000000,Industrials,Machinery,Industrial Machinery,30424349.82,mid
RGLD,Royal Gold Inc,Common Stock,111.01,7280000000,Materials,Metals & Mining,Gold,47794991.41,mid
COG,Cabot Oil & Gas Corp,Common Stock,18.23,7270000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,95292932.99,mid
TTEK,Tetra Tech Inc,Common Stock,133.96,7260000000,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,35269312.84,mid
COLD,Americold Realty Trust,Common Stock,35.64,7260000000,Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs,64543476.81,mid
SITE,SiteOne Landscape Supply Inc,Common Stock,163.64,7240000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,38345587.92,mid
KNX,Knight-Swift Transportation Holdings Inc,Common Stock,43.34,7220000000,Industrials,Road & Rail,Trucking,100023029.2,mid
CHNG,Change Healthcare inc,Common Stock,23.69,7210000000,Health Care,Health Care Technology,Health Care Technology,71990349.92,mid
JEF,Jefferies Financial Group Inc,Common Stock,28.87,7210000000,Financials,Diversified Financial Services,Multi-Sector Holdings,41338158.41,mid
FCNCA,First Citizens BancShares Inc,Common Stock,733.32,7200000000,Financials,Banks,Regional Banks,26454608.79,mid
BC,Brunswick Corp,Common Stock,91.62,7180000000,Consumer Discretionary,Leisure Products,Leisure Products,56468431.49,mid
TRGP,Targa Resources Corp,Common Stock,30.74,7180000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,50657592.14,mid
SRPT,Sarepta Therapeutics Inc,Common Stock,91.28,7180000000,Health Care,Biotechnology,Biotechnology,152008023.9,mid
FLIR,FLIR Systems Inc,Common Stock,54.69,7170000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,83221768.27,mid
ALK,Alaska Air Group Inc.,Common Stock,57.56,7150000000,Industrials,Airlines,Airlines,94775616.42,mid
HRC,Hill-Rom Holdings Inc,Common Stock,107.72,7150000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,47358736.28,mid
CAE,CAE Inc.,Common Stock,25.24,7140000000,Industrials,Aerospace & Defense,Aerospace & Defense,8015888.4,mid
HII,Huntington Ingalls Industries Inc,Common Stock,176.13,7130000000,Industrials,Aerospace & Defense,Aerospace & Defense,62748046.12,mid
TFII,TFI International Inc,Common Stock,76.28,7120000000,Industrials,Road & Rail,Trucking,10654560.85,mid
LITE,Lumentum Holdings Inc,Common Stock,93.95,7110000000,Information Technology,Communications Equipment,Communications Equipment,127947798.7,mid
TOL,Toll Brothers Inc.,Common Stock,56.09,7100000000,Consumer Discretionary,Household Durables,Homebuilding,93341938.58,mid
MRO,Marathon Oil Corp,Common Stock,8.97,7090000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,166852697.8,mid
OMF,OneMain Holdings Inc,Common Stock,52.75,7090000000,Financials,Consumer Finance,Consumer Finance,33594375.3,mid
WMS,Advanced Drainage Systems Inc,Common Stock,100.13,7060000000,Industrials,Building Products,Building Products,32697075.05,mid
VRT,Vertiv Holdings Co,Common Stock,21.44,7040000000,Industrials,Electrical Equipment,Electrical Components & Equipment,58996544.9,mid
KOD,Kodiak Sciences Inc,Common Stock,157.34,7030000000,Health Care,Biotechnology,Biotechnology,37260806.61,mid
FRPT,Freshpet Inc,Common Stock,172.61,7010000000,Consumer Staples,Food Products,Packaged Foods & Meats,34902476.51,mid
PAAS,Pan American Silver Corp,Common Stock,33.34,7010000000,Materials,Metals & Mining,Silver,89754258.95,mid
MDLA,Medallia Inc,Common Stock,46.5,6970000000,Information Technology,Software,Application Software,59205693.86,mid
IOVA,Iovance Biotherapeutics Inc,Common Stock,47.57,6970000000,Health Care,Biotechnology,Biotechnology,51015146.11,mid
CPRI,Capri Holdings Ltd,Common Stock,46.01,6930000000,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",111250971.1,mid
NTNX,Nutanix Inc,Common Stock,34.42,6930000000,Information Technology,Software,Application Software,73900941.9,mid
UPWK,Upwork Inc,Common Stock,56.8,6910000000,Industrials,Professional Services,Human Resource & Employment Services,65713247.09,mid
NVTA,Invitae Corp,Common Stock,51.86,6910000000,Health Care,Biotechnology,Biotechnology,159040150.6,mid
AN,AutoNation Inc,Common Stock,78.39,6890000000,Consumer Discretionary,Specialty Retail,Automotive Retail,43777823.82,mid
LECO,Lincoln Electric Holdings Inc,Common Stock,115.74,6880000000,Industrials,Machinery,Industrial Machinery,28707391.87,mid
HAE,Haemonetics Corp,Common Stock,134.78,6850000000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,42455102.52,mid
THO,Thor Industries Inc.,Common Stock,123.69,6850000000,Consumer Discretionary,Automobiles,Automobile Manufacturers,82945141.45,mid
SEE,Sealed Air Corp,Common Stock,44.09,6840000000,Materials,Containers & Packaging,Paper Packaging,48878034.11,mid
PVH,PVH Corp,Common Stock,96.15,6840000000,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",88726105.35,mid
ITT,ITT Inc,Common Stock,79.09,6830000000,Industrials,Machinery,Industrial Machinery,29326420.95,mid
MGNI,Magnite Inc,Common Stock,61.77,6830000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,96736823.99,mid
VOYA,Voya Financial Inc,Common Stock,54.98,6820000000,Financials,Diversified Financial Services,Other Diversified Financial Services,67981071.82,mid
VRNS,Varonis Systems Inc,Common Stock,214.36,6810000000,Information Technology,Software,Systems Software,51410383.39,mid
ALLK,Allakos Inc,Common Stock,138.98,6800000000,Health Care,Biotechnology,Biotechnology,28621215.81,mid
EH,Ehang Holdings Ltd,Depository Receipt,124.09,6790000000,Industrials,Aerospace & Defense,Aerospace & Defense,74539116.06,mid
SLAB,Silicon Laboratories Inc,Common Stock,154.34,6780000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,30095139.57,mid
EXEL,Exelixis Inc,Common Stock,21.92,6780000000,Health Care,Biotechnology,Biotechnology,48684539.79,mid
OSK,Oshkosh Corp,Common Stock,99.12,6770000000,Industrials,Machinery,Construction Machinery & Heavy Trucks,46760475.22,mid
