symbol,sector,industry
STOK,Healthcare,Biotechnology
STON,Consumer Cyclical,Personal Services
STOR,Real Estate,REIT Diversified
STPK,Financial Services,Shell Companies
STRA,Consumer Defensive,Education & Training Services
STRL,Industrials,Engineering & Construction
STRO,Healthcare,Biotechnology
STRS,Real Estate,Real Estate Diversified
STRT,Consumer Cyclical,Auto Parts
STT,Financial Services,Asset Management
STTK,Healthcare,Biotechnology
STWD,Real Estate,REIT Mortgage
STWO,Financial Services,Shell Companies
STX,Technology,Computer Hardware
STXB,Financial Services,Banks Regional
STXS,Healthcare,Medical Instruments & Supplies
STZ,Consumer Defensive,Beverages Wineries & Distilleries
SU,Energy,Oil & Gas Integrated
SUI,Real Estate,REIT Residential
SUM,Basic Materials,Building Materials
SUMO,Technology,Software Application
SUN,Energy,Oil & Gas Refining & Marketing
SUNW,Technology,Solar
SUP,Consumer Cyclical,Auto Parts
SUPN,Healthcare,Drug Manufacturers Specialty & Generic
SUPV,Financial Services,Banks Regional
SURF,Healthcare,Biotechnology
SUZ,Basic Materials,Paper & Paper Products
SV,Financial Services,Shell Companies
SVA,Healthcare,Biotechnology
SVAC,Financial Services,Shell Companies
SVC,Real Estate,REIT Hotel & Motel
SVM,Basic Materials,Silver
SVMK,Technology,Software Application
SVOKU,Financial Services,Shell Companies
SWAV,Healthcare,Medical Devices
SWBI,Industrials,Aerospace & Defense
SWCH,Technology,Information Technology Services
SWI,Technology,Software Infrastructure
SWIR,Technology,Communication Equipment
SWK,Industrials,Tools & Accessories
SWKH,Financial Services,Asset Management
SWKS,Technology,Semiconductors
SWM,Basic Materials,Paper & Paper Products
SWN,Energy,Oil & Gas E&P
SWTX,Healthcare,Biotechnology
SWX,Utilities,Utilities Regulated Gas
SXC,Basic Materials,Coking Coal
SXI,Industrials,Specialty Industrial Machinery
SXT,Basic Materials,Specialty Chemicals
SY,Healthcare,Health Information Services
SYBT,Financial Services,Banks Regional
SYBX,Healthcare,Biotechnology
SYF,Financial Services,Credit Services
SYK,Healthcare,Medical Devices
SYKE,Technology,Information Technology Services
SYNA,Technology,Semiconductors
SYNH,Healthcare,Diagnostics & Research
SYRS,Healthcare,Biotechnology
SYX,Industrials,Industrial Distribution
SYY,Consumer Defensive,Food Distribution
T,Communication Services,Telecom Services
TA,Consumer Cyclical,Specialty Retail
TAC,Utilities,Utilities Independent Power Producers
TACO,Consumer Cyclical,Restaurants
TAK,Healthcare,Drug Manufacturers Specialty & Generic
TAL,Consumer Defensive,Education & Training Services
TALO,Energy,Oil & Gas E&P
TAP,Consumer Defensive,Beverages Brewers
TARA,Healthcare,Biotechnology
TARO,Healthcare,Drug Manufacturers Specialty & Generic
TARS,Healthcare,Biotechnology
TAST,Consumer Cyclical,Restaurants
TBBK,Financial Services,Banks Regional
TBI,Industrials,Staffing & Employment Services
TBIO,Healthcare,Biotechnology
TBK,Financial Services,Banks Regional
TBNK,Financial Services,Banks Regional
TBPH,Healthcare,Biotechnology
TCBI,Financial Services,Banks Regional
TCBK,Financial Services,Banks Regional
TCDA,Healthcare,Drug Manufacturers Specialty & Generic
TCF,Financial Services,Banks Regional
TCFC,Financial Services,Banks Regional
TCI,Real Estate,Real Estate Services
TCMD,Healthcare,Medical Devices
TCOM,Consumer Cyclical,Travel Services
TCON,Healthcare,Biotechnology
TCP,Energy,Oil & Gas Midstream
TCRR,Healthcare,Biotechnology
TCS,Consumer Cyclical,Specialty Retail
TCX,Technology,Software Infrastructure
TD,Financial Services,Banks Diversified
TDAC,Financial Services,Shell Companies
TDC,Technology,Information Technology Services
TDG,Industrials,Aerospace & Defense
TDOC,Healthcare,Health Information Services
TDS,Communication Services,Telecom Services
TDW,Energy,Oil & Gas Equipment & Services
TDY,Technology,Scientific & Technical Instruments
TEAM,Technology,Software Application
TECH,Healthcare,Biotechnology
TECK,Basic Materials,Other Industrial Metals & Mining
TEDU,Consumer Defensive,Education & Training Services
TEF,Communication Services,Telecom Services
TEKK,Financial Services,Shell Companies
TEL,Technology,Electronic Components
TELA,Healthcare,Medical Devices
TELL,Energy,Oil & Gas E&P
TEN,Consumer Cyclical,Auto Parts
TENB,Technology,Software Infrastructure
TEO,Communication Services,Telecom Services
TER,Technology,Semiconductor Equipment & Materials
TEVA,Healthcare,Drug Manufacturers Specialty & Generic
TEX,Industrials,Farm & Heavy Construction Machinery
TFC,Financial Services,Banks Regional
TFFP,Healthcare,Biotechnology
TFSL,Financial Services,Banks Regional
TFX,Healthcare,Medical Instruments & Supplies
TG,Basic Materials,Specialty Chemicals
TGB,Basic Materials,Other Industrial Metals & Mining
TGH,Industrials,Rental & Leasing Services
TGI,Industrials,Aerospace & Defense
TGLS,Industrials,Building Products & Equipment
TGNA,Communication Services,Broadcasting
TGP,Energy,Oil & Gas Midstream
TGS,Energy,Oil & Gas Midstream
TGT,Consumer Defensive,Discount Stores
TGTX,Healthcare,Biotechnology
TH,Energy,Oil & Gas Equipment & Services
THBR,Financial Services,Shell Companies
THC,Healthcare,Medical Care Facilities
THCA,Financial Services,Shell Companies
THCB,Financial Services,Shell Companies
THFF,Financial Services,Banks Regional
THG,Financial Services,Insurance Property & Casualty
THM,Basic Materials,Gold
THO,Consumer Cyclical,Recreational Vehicles
THR,Industrials,Specialty Industrial Machinery
THRM,Consumer Cyclical,Auto Parts
THRY,Communication Services,Internet Content & Information
THS,Consumer Defensive,Packaged Foods
THTX,Healthcare,Drug Manufacturers Specialty & Generic
TIG,Financial Services,Insurance Specialty
TIGO,Communication Services,Telecom Services
TIGR,Financial Services,Capital Markets
TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TIMB,Communication Services,Telecom Services
TIPT,Financial Services,Insurance Specialty
TISI,Industrials,Specialty Business Services
TITN,Industrials,Industrial Distribution
TJX,Consumer Cyclical,Apparel Retail
TK,Energy,Oil & Gas Midstream
TKC,Communication Services,Telecom Services
TKR,Industrials,Tools & Accessories
TLC,Healthcare,Biotechnology
TLK,Communication Services,Telecom Services
TLMD,Healthcare,Medical Care Facilities
TLND,Technology,Software Infrastructure
TLRY,Healthcare,Drug Manufacturers Specialty & Generic
TLSA,Healthcare,Biotechnology
TLYS,Consumer Cyclical,Apparel Retail
TM,Consumer Cyclical,Auto Manufacturers
TMDI,Healthcare,Medical Devices
TMDX,Healthcare,Medical Devices
TME,Communication Services,Internet Content & Information
TMHC,Consumer Cyclical,Residential Construction
TMO,Healthcare,Diagnostics & Research
TMP,Financial Services,Banks Regional
TMPM,Financial Services,Shell Companies
TMQ,Basic Materials,Other Industrial Metals & Mining
TMST,Basic Materials,Steel
TMTS,Financial Services,Shell Companies
TMUS,Communication Services,Telecom Services
TMX,Consumer Cyclical,Personal Services
TNAV,Technology,Software Application
TNC,Industrials,Specialty Industrial Machinery
TNDM,Healthcare,Medical Devices
TNET,Industrials,Staffing & Employment Services
TNK,Energy,Oil & Gas Midstream
TNP,Energy,Oil & Gas Midstream
TNXP,Healthcare,Biotechnology
TOL,Consumer Cyclical,Residential Construction
TOT,Energy,Oil & Gas Integrated
TOUR,Consumer Cyclical,Travel Services
TPB,Consumer Defensive,Tobacco
TPC,Industrials,Engineering & Construction
TPCO,Communication Services,Publishing
TPGY,Financial Services,Shell Companies
TPH,Consumer Cyclical,Residential Construction
TPIC,Industrials,Specialty Industrial Machinery
TPL,Energy,Oil & Gas E&P
TPR,Consumer Cyclical,Luxury Goods
TPRE,Financial Services,Insurance Reinsurance
TPTX,Healthcare,Biotechnology
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TR,Consumer Defensive,Confectioners
TRC,Industrials,Conglomerates
TRCH,Energy,Oil & Gas E&P
TREB,Financial Services,Shell Companies
TREC,Basic Materials,Specialty Chemicals
TREE,Financial Services,Mortgage Finance
TREX,Industrials,Building Products & Equipment
TRGP,Energy,Oil & Gas Midstream
TRHC,Healthcare,Health Information Services
TRI,Industrials,Consulting Services
TRIL,Healthcare,Biotechnology
TRIP,Consumer Cyclical,Travel Services
TRIT,Technology,Information Technology Services
TRMB,Technology,Scientific & Technical Instruments
TRMD,Energy,Oil & Gas Midstream
TRMK,Financial Services,Banks Regional
TRN,Industrials,Railroads
TRNO,Real Estate,REIT Industrial
TRNS,Industrials,Industrial Distribution
TROW,Financial Services,Asset Management
TROX,Basic Materials,Chemicals
TRP,Energy,Oil & Gas Midstream
TRQ,Basic Materials,Copper
TRS,Industrials,Specialty Industrial Machinery
TRST,Financial Services,Banks Regional
TRTN,Industrials,Rental & Leasing Services
TRTX,Real Estate,REIT Mortgage
TRU,Industrials,Consulting Services
TRUE,Communication Services,Internet Content & Information
TRUP,Financial Services,Insurance Specialty
TRV,Financial Services,Insurance Property & Casualty
TRVG,Communication Services,Internet Content & Information
TRVN,Healthcare,Biotechnology
TRX,Basic Materials,Gold
TRXC,Healthcare,Medical Devices
TS,Energy,Oil & Gas Equipment & Services
TSBK,Financial Services,Banks Regional
TSC,Financial Services,Banks Regional
TSCAP,Financial Services,Banks Regional
TSCO,Consumer Cyclical,Specialty Retail
TSE,Basic Materials,Specialty Chemicals
TSEM,Technology,Semiconductors
TSHA,Healthcare,Biotechnology
TSIA,Financial Services,Shell Companies
TSLA,Consumer Cyclical,Auto Manufacturers
TSM,Technology,Semiconductors
TSN,Consumer Defensive,Farm Products
TSQ,Communication Services,Advertising Agencies
TT,Industrials,Specialty Industrial Machinery
TTC,Industrials,Tools & Accessories
TTCF,Consumer Defensive,Packaged Foods
TTD,Technology,Software Application
TTEC,Technology,Information Technology Services
TTEK,Industrials,Engineering & Construction
TTGT,Communication Services,Internet Content & Information
TTI,Energy,Oil & Gas Equipment & Services
TTM,Consumer Cyclical,Auto Manufacturers
TTMI,Technology,Electronic Components
TTOO,Healthcare,Diagnostics & Research
TTWO,Communication Services,Electronic Gaming & Multimedia
TU,Communication Services,Telecom Services
TUFN,Technology,Software Infrastructure
TUP,Consumer Cyclical,Packaging & Containers
TUSK,Energy,Oil & Gas Equipment & Services
TV,Communication Services,Broadcasting
TVTX,Healthcare,Biotechnology
TVTY,Healthcare,Medical Care Facilities
TW,Financial Services,Capital Markets
TWCT,Financial Services,Shell Companies
TWI,Industrials,Farm & Heavy Construction Machinery
TWIN,Industrials,Specialty Industrial Machinery
TWLO,Communication Services,Internet Content & Information
TWND,Financial Services,Shell Companies
TWNK,Consumer Defensive,Packaged Foods
TWO,Real Estate,REIT Mortgage
TWOU,Consumer Defensive,Education & Training Services
TWST,Healthcare,Diagnostics & Research
TWTR,Communication Services,Internet Content & Information
TX,Basic Materials,Steel
TXG,Healthcare,Health Information Services
TXMD,Healthcare,Drug Manufacturers Specialty & Generic
TXN,Technology,Semiconductors
TXRH,Consumer Cyclical,Restaurants
TXT,Industrials,Aerospace & Defense
TYL,Technology,Software Application
TYME,Healthcare,Biotechnology
TZOO,Consumer Cyclical,Travel Services
U,Technology,Software Application
UA,Consumer Cyclical,Apparel Manufacturing
UAA,Consumer Cyclical,Apparel Manufacturing
UAL,Industrials,Airlines
UAN,Basic Materials,Agricultural Inputs
UAVS,Industrials,Aerospace & Defense
UBA,Real Estate,REIT Retail
UBER,Technology,Software Application
UBFO,Financial Services,Banks Regional
UBP,Real Estate,REIT Retail
UBS,Financial Services,Banks Diversified
UBSI,Financial Services,Banks Regional
UBX,Healthcare,Biotechnology
UCBI,Financial Services,Banks Regional
UCL,Communication Services,Telecom Services
UCTT,Technology,Semiconductor Equipment & Materials
UDR,Real Estate,REIT Residential
UE,Real Estate,REIT Diversified
UEC,Energy,Uranium
UEIC,Technology,Consumer Electronics
UEPS,Technology,Software Infrastructure
UFCS,Financial Services,Insurance Property & Casualty
UFI,Consumer Cyclical,Textile Manufacturing
UFPI,Basic Materials,Lumber & Wood Production
UFPT,Consumer Cyclical,Packaging & Containers
UFS,Basic Materials,Paper & Paper Products
UGI,Utilities,Utilities Regulated Gas
UGP,Energy,Oil & Gas Refining & Marketing
UHAL,Industrials,Rental & Leasing Services
UHS,Healthcare,Medical Care Facilities
UHT,Real Estate,REIT Healthcare Facilities
UI,Technology,Communication Equipment
UIHC,Financial Services,Insurance Property & Casualty
UIS,Technology,Information Technology Services
UK,Real Estate,Real Estate Services
UL,Consumer Defensive,Household & Personal Products
ULBI,Industrials,Specialty Industrial Machinery
ULH,Industrials,Trucking
ULTA,Consumer Cyclical,Specialty Retail
UMBF,Financial Services,Banks Regional
UMC,Technology,Semiconductors
UMH,Real Estate,REIT Residential
UMPQ,Financial Services,Banks Regional
UNB,Financial Services,Banks Regional
UNF,Industrials,Specialty Business Services
UNFI,Consumer Defensive,Food Distribution
UNH,Healthcare,Healthcare Plans
UNIT,Real Estate,REIT Specialty
UNM,Financial Services,Insurance Life
UNP,Industrials,Railroads
UNTY,Financial Services,Banks Regional
UNVR,Basic Materials,Chemicals
UONE,Communication Services,Broadcasting
UPLD,Technology,Software Application
UPS,Industrials,Integrated Freight & Logistics
UPST,Financial Services,Credit Services
UPWK,Industrials,Staffing & Employment Services
URBN,Consumer Cyclical,Apparel Retail
URG,Energy,Uranium
URGN,Healthcare,Biotechnology
URI,Industrials,Rental & Leasing Services
UROV,Healthcare,Biotechnology
USAC,Energy,Oil & Gas Equipment & Services
USAS,Basic Materials,Other Industrial Metals & Mining
USAT,Technology,Software Infrastructure
USB,Financial Services,Banks Regional
USCR,Basic Materials,Building Materials
USDP,Industrials,Railroads
USFD,Consumer Defensive,Food Distribution
USLM,Basic Materials,Building Materials
USM,Communication Services,Telecom Services
USNA,Consumer Defensive,Household & Personal Products
USPH,Healthcare,Medical Care Facilities
USX,Industrials,Trucking
UTHR,Healthcare,Biotechnology
UTI,Consumer Defensive,Education & Training Services
UTL,Utilities,Utilities Diversified
UTMD,Healthcare,Medical Instruments & Supplies
UTZ,Consumer Defensive,Packaged Foods
UUUU,Energy,Uranium
UVE,Financial Services,Insurance Property & Casualty
UVSP,Financial Services,Banks Regional
UVV,Consumer Defensive,Tobacco
UXIN,Communication Services,Internet Content & Information
V,Financial Services,Credit Services
VAC,Consumer Cyclical,Resorts & Casinos
VACQ,Financial Services,Shell Companies
VALE,Basic Materials,Other Industrial Metals & Mining
VALU,Financial Services,Financial Data & Stock Exchanges
VAPO,Healthcare,Medical Devices
VAR,Healthcare,Medical Instruments & Supplies
VBIV,Healthcare,Biotechnology
VBLT,Healthcare,Biotechnology
VBTX,Financial Services,Banks Regional
VC,Consumer Cyclical,Auto Parts
VCEL,Healthcare,Biotechnology
VCRA,Technology,Communication Equipment
VCTR,Financial Services,Asset Management
VCYT,Healthcare,Biotechnology
VEC,Industrials,Aerospace & Defense
VECO,Technology,Semiconductor Equipment & Materials
VEDL,Basic Materials,Other Industrial Metals & Mining
VEEV,Healthcare,Health Information Services
VEL,Financial Services,Mortgage Finance
VEON,Communication Services,Telecom Services
VER,Real Estate,REIT Diversified
VERI,Technology,Software Infrastructure
VERU,Healthcare,Biotechnology
VERX,Technology,Software Application
VERY,Financial Services,Insurance Life
VET,Energy,Oil & Gas E&P
VFC,Consumer Cyclical,Apparel Manufacturing
VFF,Consumer Defensive,Farm Products
VG,Communication Services,Telecom Services
VGAC,Financial Services,Shell Companies
VGR,Consumer Defensive,Tobacco
VGZ,Basic Materials,Gold
VHC,Technology,Software Infrastructure
VHI,Basic Materials,Chemicals
VIAC,Communication Services,Entertainment
VIACA,Communication Services,Entertainment
VIAO,Technology,Electronic Components
VIAV,Technology,Communication Equipment
VICI,Real Estate,REIT Diversified
VICR,Technology,Electronic Components
VIE,Healthcare,Biotechnology
VIH,Financial Services,Shell Companies
VINC,Healthcare,Biotechnology
VIOT,Technology,Consumer Electronics
VIPS,Consumer Cyclical,Internet Retail
VIR,Healthcare,Biotechnology
VIRT,Financial Services,Capital Markets
VIST,Energy,Oil & Gas E&P
VITL,Consumer Defensive,Farm Products
VIV,Communication Services,Telecom Services
VIVO,Healthcare,Diagnostics & Research
VKTX,Healthcare,Biotechnology
VLDR,Technology,Scientific & Technical Instruments
VLGEA,Consumer Defensive,Grocery Stores
VLO,Energy,Oil & Gas Refining & Marketing
VLRS,Industrials,Airlines
VLY,Financial Services,Banks Regional
VMAC,Financial Services,Shell Companies
VMAR,Consumer Cyclical,Leisure
VMC,Basic Materials,Building Materials
VMD,Healthcare,Medical Devices
VMI,Industrials,Metal Fabrication
VMW,Technology,Software Infrastructure
VNCE,Consumer Cyclical,Apparel Manufacturing
VNDA,Healthcare,Biotechnology
VNE,Consumer Cyclical,Auto Parts
VNET,Technology,Information Technology Services
VNO,Real Estate,REIT Office
VNOM,Energy,Oil & Gas Midstream
VNRX,Healthcare,Diagnostics & Research
VNT,Technology,Scientific & Technical Instruments
VNTR,Basic Materials,Specialty Chemicals
VOD,Communication Services,Telecom Services
VOXX,Technology,Consumer Electronics
VOYA,Financial Services,Financial Conglomerates
VPG,Technology,Scientific & Technical Instruments
VRA,Consumer Cyclical,Footwear & Accessories
VRAY,Healthcare,Medical Devices
VRCA,Healthcare,Biotechnology
VREX,Healthcare,Medical Devices
VRM,Consumer Cyclical,Auto & Truck Dealerships
VRNA,Healthcare,Biotechnology
VRNS,Technology,Software Infrastructure
VRNT,Technology,Software Infrastructure
VRRM,Industrials,Security & Protection Services
VRS,Basic Materials,Paper & Paper Products
VRSK,Industrials,Consulting Services
VRSN,Technology,Software Infrastructure
VRT,Industrials,Electrical Equipment & Parts
VRTS,Financial Services,Asset Management
VRTU,Technology,Information Technology Services
VRTV,Industrials,Business Equipment & Supplies
VRTX,Healthcare,Biotechnology
VSAT,Technology,Communication Equipment
VSEC,Industrials,Aerospace & Defense
VSH,Technology,Semiconductors
VSPR,Financial Services,Shell Companies
VST,Utilities,Utilities Independent Power Producers
VSTA,Consumer Defensive,Education & Training Services
VSTM,Healthcare,Biotechnology
VSTO,Consumer Cyclical,Leisure
VTGN,Healthcare,Biotechnology
VTOL,Energy,Oil & Gas Equipment & Services
VTR,Real Estate,REIT Healthcare Facilities
VTRS,Healthcare,Drug Manufacturers Specialty & Generic
VTRU,Consumer Defensive,Education & Training Services
VTVT,Healthcare,Biotechnology
VUZI,Technology,Consumer Electronics
VVI,Industrials,Specialty Business Services
VVNT,Industrials,Security & Protection Services
VVOS,Healthcare,Medical Devices
VVPR,Technology,Solar
VVV,Energy,Oil & Gas Refining & Marketing
VXRT,Healthcare,Biotechnology
VYGG,Financial Services,Shell Companies
VYGR,Healthcare,Biotechnology
VYNE,Healthcare,Biotechnology
VZ,Communication Services,Telecom Services
W,Consumer Cyclical,Internet Retail
WAB,Industrials,Railroads
WABC,Financial Services,Banks Regional
WAFD,Financial Services,Banks Regional
WAL,Financial Services,Banks Regional
WASH,Financial Services,Banks Regional
WAT,Healthcare,Diagnostics & Research
WATT,Technology,Scientific & Technical Instruments
WB,Communication Services,Internet Content & Information
WBA,Healthcare,Pharmaceutical Retailers
WBAI,Consumer Cyclical,Gambling
WBK,Financial Services,Banks Diversified
WBS,Financial Services,Banks Regional
WBT,Industrials,Specialty Industrial Machinery
WCC,Industrials,Industrial Distribution
WCN,Industrials,Waste Management
WD,Financial Services,Mortgage Finance
WDAY,Technology,Software Application
WDC,Technology,Computer Hardware
WDFC,Basic Materials,Specialty Chemicals
WDR,Financial Services,Asset Management
WEC,Utilities,Utilities Regulated Electric
WEI,Financial Services,Credit Services
WELL,Real Estate,REIT Healthcare Facilities
WEN,Consumer Cyclical,Restaurants
WERN,Industrials,Trucking
WES,Energy,Oil & Gas Midstream
WETF,Financial Services,Asset Management
WEX,Technology,Software Infrastructure
WEYS,Consumer Cyclical,Footwear & Accessories
WF,Financial Services,Banks Regional
WFC,Financial Services,Banks Diversified
WGO,Consumer Cyclical,Recreational Vehicles
WH,Consumer Cyclical,Lodging
WHD,Energy,Oil & Gas Equipment & Services
WHG,Financial Services,Capital Markets
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WIFI,Communication Services,Telecom Services
WILC,Consumer Defensive,Food Distribution
WIMI,Communication Services,Advertising Agencies
WINA,Consumer Cyclical,Specialty Retail
WING,Consumer Cyclical,Restaurants
WIRE,Industrials,Electrical Equipment & Parts
WISH,Consumer Cyclical,Internet Retail
WIT,Technology,Information Technology Services
WIX,Technology,Software Infrastructure
WK,Technology,Software Application
WKHS,Consumer Cyclical,Auto Manufacturers
WLDN,Industrials,Engineering & Construction
WLFC,Industrials,Rental & Leasing Services
WLK,Basic Materials,Specialty Chemicals
WLKP,Basic Materials,Chemicals
WLL,Energy,Oil & Gas E&P
WLTW,Financial Services,Insurance Brokers
WM,Industrials,Waste Management
WMB,Energy,Oil & Gas Midstream
WMC,Real Estate,REIT Mortgage
WMG,Communication Services,Entertainment
WMK,Consumer Defensive,Grocery Stores
WMS,Industrials,Building Products & Equipment
WMT,Consumer Defensive,Discount Stores
WNC,Industrials,Farm & Heavy Construction Machinery
WNEB,Financial Services,Banks Regional
WNS,Industrials,Specialty Business Services
WNW,Consumer Cyclical,Restaurants
WOR,Industrials,Metal Fabrication
WORK,Technology,Software Application
WOW,Communication Services,Entertainment
WPC,Real Estate,REIT Diversified
WPF,Financial Services,Shell Companies
WPG,Real Estate,REIT Retail
WPM,Basic Materials,Gold
WPP,Communication Services,Advertising Agencies
WPRT,Consumer Cyclical,Auto Parts
WRAP,Technology,Scientific & Technical Instruments
WRB,Financial Services,Insurance Property & Casualty
WRI,Real Estate,REIT Retail
WRK,Consumer Cyclical,Packaging & Containers
WRLD,Financial Services,Credit Services
WRN,Basic Materials,Other Industrial Metals & Mining
WSBC,Financial Services,Banks Regional
WSBF,Financial Services,Banks Regional
WSFS,Financial Services,Banks Regional
WSG,Communication Services,Entertainment
WSM,Consumer Cyclical,Specialty Retail
WSO,Industrials,Industrial Distribution
WSR,Real Estate,REIT Retail
WST,Healthcare,Medical Instruments & Supplies
WTBA,Financial Services,Banks Regional
WTFC,Financial Services,Banks Regional
WTI,Energy,Oil & Gas E&P
WTM,Financial Services,Insurance Property & Casualty
WTRG,Utilities,Utilities Regulated Water
WTRH,Technology,Software Application
WTS,Industrials,Specialty Industrial Machinery
WTTR,Energy,Oil & Gas Equipment & Services
WU,Financial Services,Credit Services
WVE,Healthcare,Biotechnology
WW,Consumer Cyclical,Personal Services
WWD,Industrials,Aerospace & Defense
WWE,Communication Services,Entertainment
WWW,Consumer Cyclical,Footwear & Accessories
WY,Real Estate,REIT—Specialty
WYND,Consumer Cyclical,Lodging
WYNN,Consumer Cyclical,Resorts & Casinos
X,Basic Materials,Steel
XAIR,Healthcare,Medical Devices
XAN,Real Estate,REIT Mortgage
XBIT,Healthcare,Biotechnology
XCUR,Healthcare,Biotechnology
XEC,Energy,Oil & Gas E&P
XEL,Utilities,Utilities Regulated Electric
XELA,Technology,Software Application
XENE,Healthcare,Biotechnology
XENT,Healthcare,Medical Devices
XERS,Healthcare,Biotechnology
XFOR,Healthcare,Biotechnology
XGN,Healthcare,Diagnostics & Research
XHR,Real Estate,REIT Hotel & Motel
XIN,Real Estate,Real Estate Development
XL,Consumer Cyclical,Auto Parts
XLNX,Technology,Semiconductors
XLRN,Healthcare,Biotechnology
XNCR,Healthcare,Biotechnology
XNET,Communication Services,Advertising Agencies
XOM,Energy,Oil & Gas Integrated
XOMA,Healthcare,Biotechnology
XONE,Industrials,Specialty Industrial Machinery
XP,Financial Services,Capital Markets
XPEL,Consumer Cyclical,Auto Parts
XPER,Technology,Semiconductor Equipment & Materials
XPEV,Consumer Cyclical,Auto Manufacturers
XPO,Industrials,Integrated Freight & Logistics
XPOA,Financial Services,Shell Companies
XRAY,Healthcare,Medical Instruments & Supplies
XRX,Technology,Information Technology Services
XSPA,Consumer Cyclical,Personal Services
XXII,Healthcare,Drug Manufacturers Specialty & Generic
XYL,Industrials,Specialty Industrial Machinery
Y,Financial Services,Insurance Property & Casualty
YAC,Financial Services,Shell Companies
YCBD,Healthcare,Drug Manufacturers Specialty & Generic
YELP,Communication Services,Internet Content & Information
YETI,Consumer Cyclical,Leisure
YEXT,Technology,Software Infrastructure
YGMZ,Industrials,Trucking
YI,Healthcare,Pharmaceutical Retailers
YJ,Consumer Cyclical,Internet Retail
YMAB,Healthcare,Biotechnology
YMTX,Healthcare,Biotechnology
YNDX,Communication Services,Internet Content & Information
YORW,Utilities,Utilities Regulated Water
YPF,Energy,Oil & Gas Integrated
YQ,Consumer Defensive,Education & Training Services
YRCW,Industrials,Trucking
YRD,Financial Services,Credit Services
YSAC,Financial Services,Shell Companies
YSG,Consumer Cyclical,Specialty Retail
YTRA,Consumer Cyclical,Travel Services
YUM,Consumer Cyclical,Restaurants
YUMC,Consumer Cyclical,Restaurants
YY,Communication Services,Internet Content & Information
Z,Communication Services,Internet Content & Information
ZAGG,Consumer Cyclical,Specialty Retail
ZBH,Healthcare,Medical Devices
ZBRA,Technology,Communication Equipment
ZEAL,Healthcare,Biotechnology
ZEN,Technology,Software Application
ZEUS,Basic Materials,Steel
ZG,Communication Services,Internet Content & Information
ZGNX,Healthcare,Biotechnology
ZI,Technology,Software Application
ZION,Financial Services,Banks Regional
ZIOP,Healthcare,Biotechnology
ZIXI,Technology,Software Infrastructure
ZLAB,Healthcare,Biotechnology
ZM,Communication Services,Telecom Services
ZNGA,Communication Services,Electronic Gaming & Multimedia
ZNH,Industrials,Airlines
ZNTL,Healthcare,Biotechnology
ZOM,Healthcare,Drug Manufacturers Specialty & Generic
ZS,Technology,Software Infrastructure
ZTO,Industrials,Integrated Freight & Logistics
ZTS,Healthcare,Drug Manufacturers Specialty & Generic
ZUMZ,Consumer Cyclical,Apparel Retail
ZUO,Technology,Software Infrastructure
ZVO,Consumer Defensive,Education & Training Services
ZYME,Healthcare,Biotechnology
ZYNE,Healthcare,Drug Manufacturers Specialty & Generic
ZYXI,Healthcare,Medical Devices
